Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
3.2126	0.032577	139.14	0.0071868	-0.017240	-0.016303	-3.8047	8.3514	11.443	217.40	-1.8396	3.6134e-06	0.017094	0.00019170	5.8058	0.17224	0.055108	0.077567	25.415	12.526	25.510	96.425	13.806	8.6600e-07	0.0063803
3.2210	0.032949	139.06	0.0071913	-0.017148	-0.016199	-3.7757	8.3610	11.487	217.19	-1.8275	3.6104e-06	0.017115	0.00019086	5.8644	0.17052	0.055161	0.077650	25.361	12.527	25.560	96.491	13.778	8.6880e-07	0.0063998
3.2293	0.033322	138.97	0.0071958	-0.017055	-0.016096	-3.7469	8.3706	11.531	216.97	-1.8156	3.6074e-06	0.017135	0.00019002	5.9229	0.16884	0.055214	0.077732	25.308	12.529	25.610	96.555	13.751	8.7158e-07	0.0064190
3.2375	0.033694	138.88	0.0072003	-0.016963	-0.015992	-3.7183	8.3802	11.574	216.76	-1.8037	3.6044e-06	0.017155	0.00018919	5.9813	0.16719	0.055265	0.077812	25.256	12.531	25.660	96.618	13.724	8.7434e-07	0.0064382
3.2457	0.034066	138.80	0.0072047	-0.016872	-0.015890	-3.6899	8.3897	11.618	216.54	-1.7919	3.6014e-06	0.017175	0.00018836	6.0397	0.16557	0.055316	0.077892	25.204	12.533	25.710	96.681	13.697	8.7709e-07	0.0064572
3.2539	0.034438	138.71	0.0072092	-0.016781	-0.015787	-3.6617	8.3993	11.662	216.33	-1.7802	3.5984e-06	0.017194	0.00018754	6.0981	0.16398	0.055366	0.077970	25.153	12.535	25.760	96.742	13.670	8.7982e-07	0.0064762
3.2619	0.034810	138.63	0.0072137	-0.016690	-0.015685	-3.6337	8.4088	11.706	216.11	-1.7686	3.5954e-06	0.017213	0.00018673	6.1565	0.16243	0.055416	0.078047	25.102	12.536	25.810	96.803	13.644	8.8253e-07	0.0064950
3.2699	0.035182	138.54	0.0072181	-0.016600	-0.015583	-3.6058	8.4183	11.749	215.89	-1.7571	3.5924e-06	0.017232	0.00018592	6.2148	0.16091	0.055465	0.078123	25.051	12.538	25.861	96.863	13.618	8.8523e-07	0.0065136
3.2779	0.035554	138.45	0.0072226	-0.016510	-0.015482	-3.5781	8.4277	11.793	215.68	-1.7456	3.5894e-06	0.017251	0.00018511	6.2731	0.15941	0.055513	0.078198	25.001	12.540	25.911	96.922	13.592	8.8791e-07	0.0065322
3.2858	0.035926	138.37	0.0072270	-0.016420	-0.015381	-3.5506	8.4372	11.837	215.46	-1.7342	3.5864e-06	0.017269	0.00018432	6.3314	0.15794	0.055560	0.078272	24.952	12.542	25.962	96.980	13.567	8.9058e-07	0.0065507
3.2937	0.036299	138.28	0.0072315	-0.016331	-0.015280	-3.5233	8.4466	11.880	215.25	-1.7228	3.5835e-06	0.017288	0.00018352	6.3897	0.15650	0.055607	0.078345	24.903	12.544	26.012	97.037	13.542	8.9323e-07	0.0065690
3.3015	0.036671	138.20	0.0072359	-0.016242	-0.015180	-3.4961	8.4560	11.924	215.03	-1.7116	3.5805e-06	0.017306	0.00018273	6.4479	0.15509	0.055653	0.078417	24.854	12.545	26.063	97.093	13.517	8.9587e-07	0.0065873
3.3092	0.037043	138.12	0.0072403	-0.016153	-0.015080	-3.4691	8.4653	11.967	214.81	-1.7004	3.5775e-06	0.017323	0.00018195	6.5061	0.15370	0.055699	0.078488	24.806	12.547	26.114	97.149	13.493	8.9849e-07	0.0066054
3.3169	0.037415	138.03	0.0072448	-0.016065	-0.014980	-3.4423	8.4746	12.011	214.60	-1.6892	3.5746e-06	0.017341	0.00018117	6.5643	0.15234	0.055744	0.078558	24.758	12.549	26.165	97.204	13.469	9.0110e-07	0.0066234
3.3245	0.037787	137.95	0.0072492	-0.015977	-0.014881	-3.4156	8.4839	12.055	214.38	-1.6782	3.5716e-06	0.017358	0.00018039	6.6225	0.15100	0.055788	0.078627	24.711	12.551	26.216	97.258	13.445	9.0369e-07	0.0066414
3.3321	0.038159	137.86	0.0072536	-0.015889	-0.014782	-3.3890	8.4932	12.098	214.17	-1.6672	3.5687e-06	0.017375	0.00017962	6.6807	0.14969	0.055832	0.078695	24.664	12.553	26.267	97.311	13.421	9.0628e-07	0.0066592
3.3397	0.038531	137.78	0.0072580	-0.015802	-0.014683	-3.3626	8.5024	12.142	213.95	-1.6562	3.5658e-06	0.017392	0.00017886	6.7388	0.14839	0.055875	0.078762	24.618	12.554	26.319	97.363	13.398	9.0884e-07	0.0066769
3.3471	0.038904	137.70	0.0072624	-0.015715	-0.014584	-3.3364	8.5116	12.185	213.73	-1.6454	3.5628e-06	0.017409	0.00017810	6.7969	0.14712	0.055918	0.078828	24.572	12.556	26.370	97.415	13.375	9.1140e-07	0.0066946
3.3546	0.039276	137.61	0.0072668	-0.015628	-0.014486	-3.3103	8.5208	12.229	213.52	-1.6346	3.5599e-06	0.017425	0.00017734	6.8551	0.14588	0.055960	0.078893	24.526	12.558	26.422	97.466	13.352	9.1394e-07	0.0067121
3.3620	0.039648	137.53	0.0072712	-0.015542	-0.014388	-3.2843	8.5299	12.272	213.30	-1.6238	3.5570e-06	0.017441	0.00017659	6.9132	0.14465	0.056002	0.078957	24.481	12.560	26.473	97.516	13.329	9.1647e-07	0.0067296
3.3693	0.040020	137.44	0.0072756	-0.015456	-0.014290	-3.2585	8.5390	12.316	213.08	-1.6131	3.5541e-06	0.017457	0.00017584	6.9712	0.14345	0.056043	0.079020	24.436	12.562	26.525	97.566	13.307	9.1899e-07	0.0067469
3.3766	0.040392	137.36	0.0072800	-0.015370	-0.014193	-3.2328	8.5480	12.359	212.87	-1.6025	3.5512e-06	0.017473	0.00017510	7.0293	0.14226	0.056083	0.079083	24.391	12.564	26.577	97.615	13.284	9.2150e-07	0.0067642
3.3839	0.040764	137.28	0.0072844	-0.015284	-0.014096	-3.2073	8.5571	12.403	212.65	-1.5919	3.5483e-06	0.017489	0.00017436	7.0874	0.14110	0.056123	0.079145	24.347	12.565	26.629	97.663	13.262	9.2399e-07	0.0067814
3.3911	0.041136	137.20	0.0072888	-0.015199	-0.013999	-3.1819	8.5660	12.447	212.43	-1.5814	3.5454e-06	0.017504	0.00017362	7.1454	0.13995	0.056162	0.079205	24.303	12.567	26.681	97.710	13.241	9.2647e-07	0.0067985
3.3983	0.041508	137.11	0.0072932	-0.015114	-0.013902	-3.1566	8.5750	12.490	212.22	-1.5709	3.5425e-06	0.017519	0.00017289	7.2035	0.13882	0.056201	0.079265	24.260	12.569	26.734	97.757	13.219	9.2894e-07	0.0068155
3.4054	0.041881	137.03	0.0072976	-0.015029	-0.013805	-3.1314	8.5839	12.534	212.00	-1.5605	3.5396e-06	0.017534	0.00017216	7.2615	0.13771	0.056239	0.079324	24.216	12.571	26.786	97.804	13.198	9.3140e-07	0.0068324
3.4125	0.042253	136.95	0.0073020	-0.014944	-0.013709	-3.1064	8.5927	12.577	211.79	-1.5501	3.5368e-06	0.017549	0.00017144	7.3196	0.13662	0.056277	0.079383	24.174	12.573	26.838	97.849	13.177	9.3385e-07	0.0068492
3.4195	0.042625	136.87	0.0073064	-0.014860	-0.013613	-3.0815	8.6016	12.621	211.57	-1.5398	3.5339e-06	0.017564	0.00017072	7.3776	0.13555	0.056315	0.079440	24.131	12.575	26.891	97.894	13.156	9.3628e-07	0.0068660
3.4265	0.042997	136.78	0.0073107	-0.014776	-0.013518	-3.0567	8.6103	12.664	211.35	-1.5295	3.5310e-06	0.017578	0.00017001	7.4356	0.13449	0.056351	0.079497	24.089	12.576	26.944	97.939	13.135	9.3871e-07	0.0068827
3.4335	0.043369	136.70	0.0073151	-0.014692	-0.013422	-3.0321	8.6191	12.708	211.14	-1.5193	3.5282e-06	0.017593	0.00016930	7.4936	0.13345	0.056388	0.079553	24.047	12.578	26.997	97.982	13.115	9.4112e-07	0.0068993
3.4404	0.043741	136.62	0.0073195	-0.014608	-0.013327	-3.0075	8.6278	12.752	210.92	-1.5091	3.5254e-06	0.017607	0.00016859	7.5516	0.13242	0.056424	0.079608	24.005	12.580	27.050	98.025	13.094	9.4353e-07	0.0069158
3.4473	0.044113	136.54	0.0073239	-0.014525	-0.013232	-2.9831	8.6365	12.795	210.71	-1.4990	3.5225e-06	0.017621	0.00016789	7.6096	0.13141	0.056459	0.079662	23.964	12.582	27.103	98.068	13.074	9.4592e-07	0.0069323
3.4541	0.044486	136.46	0.0073282	-0.014442	-0.013137	-2.9588	8.6451	12.839	210.49	-1.4889	3.5197e-06	0.017635	0.00016719	7.6677	0.13042	0.056494	0.079716	23.923	12.584	27.157	98.110	13.054	9.4831e-07	0.0069486
3.4609	0.044858	136.38	0.0073326	-0.014359	-0.013043	-2.9346	8.6537	12.882	210.28	-1.4789	3.5169e-06	0.017648	0.00016649	7.7257	0.12944	0.056529	0.079769	23.883	12.586	27.210	98.152	13.034	9.5068e-07	0.0069649
3.4677	0.045230	136.30	0.0073370	-0.014276	-0.012948	-2.9105	8.6623	12.926	210.06	-1.4689	3.5141e-06	0.017662	0.00016580	7.7837	0.12847	0.056563	0.079821	23.842	12.588	27.264	98.192	13.015	9.5304e-07	0.0069811
3.4744	0.045602	136.21	0.0073413	-0.014194	-0.012854	-2.8866	8.6708	12.970	209.85	-1.4590	3.5113e-06	0.017675	0.00016511	7.8417	0.12752	0.056596	0.079873	23.802	12.590	27.317	98.233	12.995	9.5540e-07	0.0069973
3.4811	0.045974	136.13	0.0073457	-0.014112	-0.012760	-2.8627	8.6793	13.014	209.63	-1.4491	3.5085e-06	0.017688	0.00016442	7.8997	0.12659	0.056629	0.079923	23.762	12.591	27.371	98.273	12.976	9.5774e-07	0.0070134
3.4877	0.046346	136.05	0.0073501	-0.014030	-0.012666	-2.8389	8.6877	13.057	209.42	-1.4392	3.5057e-06	0.017701	0.00016374	7.9577	0.12566	0.056662	0.079973	23.723	12.593	27.426	98.312	12.957	9.6008e-07	0.0070294
3.4943	0.046718	135.97	0.0073544	-0.013948	-0.012573	-2.8153	8.6961	13.101	209.20	-1.4294	3.5029e-06	0.017714	0.00016306	8.0157	0.12475	0.056694	0.080023	23.683	12.595	27.480	98.351	12.938	9.6240e-07	0.0070453
3.5009	0.047090	135.89	0.0073588	-0.013867	-0.012480	-2.7917	8.7045	13.145	208.99	-1.4196	3.5001e-06	0.017728	0.00016239	8.0738	0.12386	0.056726	0.080072	23.644	12.597	27.534	98.389	12.920	9.6472e-07	0.0070647
