Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
253.15	0.10132	1578.7	0.00063343	25.128	25.137	128.47	79.695	116.03	888.98	-0.48655	0.00067327	0.10022	liquid
263.15	0.10132	1556.6	0.00064241	26.293	26.302	132.98	80.228	116.97	852.67	-0.47102	0.00059099	0.097120	liquid
273.15	0.10132	1534.2	0.00065179	27.468	27.477	137.36	80.758	117.99	817.27	-0.45347	0.00052352	0.094085	liquid
283.15	0.10132	1511.4	0.00066163	28.653	28.662	141.62	81.290	119.11	782.65	-0.43357	0.00046721	0.091106	liquid
293.15	0.10132	1488.1	0.00067199	29.850	29.859	145.78	81.827	120.33	748.67	-0.41092	0.00041951	0.088175	liquid
296.86	0.10133	1479.3	0.00067598	30.297	30.307	147.29	82.028	120.82	736.20	-0.40173	0.00040362	0.087099	liquid
296.86	0.10132	5.8528	0.17086	52.841	55.219	231.21	73.261	83.513	137.71	43.273	1.0112e-05	0.0083929	vapor
303.15	0.10132	5.7140	0.17501	53.308	55.744	232.96	73.434	83.435	139.40	39.192	1.0349e-05	0.0086501	vapor
313.15	0.10132	5.5092	0.18151	54.053	56.579	235.67	73.865	83.560	141.98	33.915	1.0724e-05	0.0090613	vapor
323.15	0.10132	5.3211	0.18793	54.801	57.416	238.30	74.428	83.897	144.48	29.783	1.1097e-05	0.0094750	vapor
333.15	0.10132	5.1473	0.19428	55.553	58.258	240.87	75.074	84.373	146.90	26.505	1.1466e-05	0.0098908	vapor
343.15	0.10132	4.9857	0.20057	56.312	59.104	243.37	75.768	84.937	149.26	23.867	1.1834e-05	0.010308	vapor
353.15	0.10132	4.8349	0.20683	57.078	59.956	245.82	76.488	85.555	151.57	21.713	1.2199e-05	0.010727	vapor
363.15	0.10132	4.6936	0.21306	57.850	60.815	248.22	77.218	86.204	153.82	19.929	1.2561e-05	0.011146	vapor
373.15	0.10132	4.5609	0.21926	58.629	61.681	250.57	77.946	86.866	156.03	18.429	1.2922e-05	0.011566	vapor
383.15	0.10132	4.4359	0.22543	59.415	62.553	252.88	78.666	87.531	158.20	17.153	1.3280e-05	0.011986	vapor
393.15	0.10132	4.3179	0.23159	60.208	63.431	255.14	79.372	88.191	160.33	16.051	1.3636e-05	0.012406	vapor
403.15	0.10132	4.2063	0.23774	61.007	64.316	257.36	80.060	88.841	162.43	15.089	1.3990e-05	0.012825	vapor
413.15	0.10132	4.1005	0.24387	61.814	65.208	259.55	80.729	89.476	164.50	14.239	1.4342e-05	0.013244	vapor
423.15	0.10132	4.0001	0.24999	62.626	66.106	261.69	81.377	90.095	166.53	13.481	1.4691e-05	0.013662	vapor
433.15	0.10132	3.9046	0.25611	63.445	67.010	263.81	82.004	90.695	168.54	12.799	1.5038e-05	0.014078	vapor
443.15	0.10132	3.8137	0.26221	64.270	67.920	265.88	82.609	91.277	170.52	12.179	1.5382e-05	0.014493	vapor
453.15	0.10132	3.7271	0.26831	65.101	68.835	267.93	83.192	91.840	172.47	11.614	1.5725e-05	0.014906	vapor
