Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
451.81	2.9614	356.77	0.0028029	30.790	31.388	81.950	175.67	410.63	169.45	4.8974	4.2165e-05	0.058448	0.00041132	122.53	0.0081613	37.631	39.375	99.626	180.58	496.27	113.06	23.273	1.4830e-05	0.048707
451.93	2.9670	356.17	0.0028077	30.827	31.428	82.034	175.76	413.62	168.52	4.9521	4.2043e-05	0.058469	0.00040417	123.05	0.0081265	37.631	39.371	99.610	180.68	501.34	112.86	23.294	1.4862e-05	0.048868
452.05	2.9726	355.55	0.0028125	30.864	31.467	82.118	175.86	416.69	167.58	5.0078	4.1921e-05	0.058492	0.00039705	123.58	0.0080918	37.631	39.367	99.593	180.79	506.56	112.65	23.315	1.4895e-05	0.049031
452.18	2.9783	354.94	0.0028174	30.901	31.507	82.203	175.95	419.86	166.65	5.0645	4.1799e-05	0.058515	0.00038997	124.12	0.0080570	37.631	39.362	99.576	180.89	511.92	112.44	23.335	1.4928e-05	0.049196
452.30	2.9839	354.32	0.0028223	30.938	31.546	82.288	176.04	423.11	165.71	5.1222	4.1676e-05	0.058541	0.00038292	124.65	0.0080222	37.630	39.358	99.559	180.99	517.43	112.23	23.356	1.4962e-05	0.049363
452.42	2.9895	353.69	0.0028273	30.976	31.586	82.373	176.14	426.46	164.77	5.1810	4.1553e-05	0.058568	0.00037591	125.20	0.0079874	37.630	39.353	99.541	181.10	523.10	112.02	23.376	1.4996e-05	0.049533
452.54	2.9952	353.06	0.0028324	31.013	31.625	82.458	176.23	429.90	163.83	5.2408	4.1429e-05	0.058597	0.00036893	125.74	0.0079526	37.629	39.348	99.522	181.20	528.93	111.81	23.395	1.5030e-05	0.049705
452.66	3.0008	352.43	0.0028375	31.051	31.665	82.543	176.32	433.45	162.89	5.3017	4.1305e-05	0.058627	0.00036198	126.30	0.0079178	37.628	39.342	99.503	181.31	534.93	111.60	23.415	1.5065e-05	0.049880
452.79	3.0064	351.79	0.0028426	31.088	31.705	82.629	176.42	437.11	161.95	5.3637	4.1181e-05	0.058660	0.00035507	126.86	0.0078830	37.627	39.337	99.484	181.41	541.12	111.39	23.434	1.5100e-05	0.050057
452.91	3.0121	351.15	0.0028478	31.126	31.745	82.714	176.52	440.88	161.01	5.4269	4.1056e-05	0.058694	0.00034819	127.42	0.0078481	37.625	39.331	99.464	181.52	547.49	111.18	23.454	1.5135e-05	0.050237
453.03	3.0177	350.50	0.0028531	31.164	31.785	82.800	176.61	444.78	160.07	5.4912	4.0930e-05	0.058730	0.00034135	127.99	0.0078133	37.624	39.325	99.444	181.63	554.06	110.96	23.472	1.5171e-05	0.050420
453.15	3.0233	349.84	0.0028584	31.202	31.825	82.886	176.71	448.79	159.12	5.5568	4.0804e-05	0.058768	0.00033455	128.56	0.0077783	37.622	39.319	99.423	181.73	560.84	110.75	23.491	1.5207e-05	0.050605
453.27	3.0289	349.18	0.0028638	31.239	31.865	82.973	176.81	452.94	158.17	5.6237	4.0678e-05	0.058809	0.00032778	129.14	0.0077434	37.620	39.312	99.402	181.84	567.83	110.54	23.509	1.5244e-05	0.050794
453.39	3.0346	348.52	0.0028693	31.277	31.906	83.059	176.91	457.23	157.22	5.6918	4.0551e-05	0.058851	0.00032104	129.73	0.0077084	37.618	39.305	99.380	181.95	575.05	110.32	23.527	1.5281e-05	0.050985
453.51	3.0402	347.85	0.0028748	31.316	31.946	83.146	177.01	461.66	156.27	5.7613	4.0423e-05	0.058896	0.00031434	130.32	0.0076734	37.615	39.298	99.357	182.06	582.50	110.11	23.545	1.5319e-05	0.051180
453.63	3.0458	347.17	0.0028804	31.354	31.987	83.233	177.11	466.24	155.32	5.8321	4.0295e-05	0.058943	0.00030768	130.92	0.0076383	37.612	39.291	99.334	182.17	590.21	109.90	23.562	1.5357e-05	0.051378
453.75	3.0515	346.49	0.0028861	31.392	32.027	83.320	177.21	470.99	154.37	5.9044	4.0166e-05	0.058993	0.00030105	131.52	0.0076032	37.609	39.283	99.311	182.28	598.18	109.68	23.579	1.5396e-05	0.051579
453.87	3.0571	345.80	0.0028919	31.430	32.068	83.407	177.32	475.91	153.41	5.9781	4.0036e-05	0.059045	0.00029446	132.14	0.0075680	37.606	39.276	99.287	182.39	606.42	109.46	23.596	1.5435e-05	0.051784
453.99	3.0627	345.10	0.0028977	31.469	32.109	83.495	177.42	481.00	152.45	6.0533	3.9906e-05	0.059100	0.00028791	132.75	0.0075328	37.603	39.267	99.262	182.50	614.96	109.25	23.612	1.5475e-05	0.051993
454.11	3.0684	344.40	0.0029036	31.508	32.150	83.583	177.53	486.28	151.50	6.1301	3.9775e-05	0.059157	0.00028139	133.38	0.0074974	37.599	39.259	99.237	182.61	623.81	109.03	23.628	1.5515e-05	0.052205
454.23	3.0740	343.69	0.0029096	31.546	32.192	83.671	177.63	491.77	150.53	6.2084	3.9644e-05	0.059217	0.00027491	134.01	0.0074621	37.595	39.250	99.211	182.72	632.98	108.81	23.644	1.5555e-05	0.052422
454.35	3.0796	342.98	0.0029156	31.585	32.233	83.760	177.74	497.46	149.57	6.2884	3.9511e-05	0.059281	0.00026847	134.65	0.0074266	37.591	39.241	99.184	182.84	642.49	108.60	23.659	1.5597e-05	0.052642
454.47	3.0852	342.26	0.0029218	31.624	32.275	83.849	177.85	503.38	148.61	6.3701	3.9378e-05	0.059347	0.00026206	135.30	0.0073911	37.586	39.232	99.157	182.95	652.36	108.38	23.673	1.5639e-05	0.052867
454.58	3.0909	341.53	0.0029280	31.663	32.316	83.938	177.96	509.54	147.64	6.4536	3.9244e-05	0.059417	0.00025569	135.95	0.0073554	37.582	39.222	99.129	183.06	662.62	108.16	23.687	1.5681e-05	0.053097
