Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
162.68	6.5100e-06	1768.5	0.00056544	15.036	15.036	79.300	74.722	105.06	1224.2	-0.60355	undefined	undefined	0.036629	0.00066119	1512.4	44.923	46.276	271.34	49.535	57.857	107.23	1885.8	undefined	undefined
239.26	0.0073526	1608.7	0.00062162	23.528	23.529	121.96	78.944	114.83	940.58	-0.50523	0.00082163	0.10461	0.025660	0.51101	1.9569	49.196	51.173	237.50	63.933	72.714	127.50	127.16	8.1858e-06	0.0060733
251.83	0.014699	1581.4	0.00063234	24.979	24.980	127.87	79.629	115.92	893.29	-0.48828	0.00068487	0.10060	0.023937	0.97410	1.0266	49.971	52.044	235.34	66.109	75.089	130.24	93.778	8.6131e-06	0.0065609
259.94	0.022045	1563.6	0.00063955	25.921	25.923	131.56	80.061	116.67	863.72	-0.47601	0.00061509	0.098081	0.022838	1.4197	0.70435	50.478	52.611	234.23	67.474	76.609	131.88	78.743	8.8868e-06	0.0068809
266.08	0.029391	1550.0	0.00064517	26.638	26.641	134.28	80.386	117.27	841.77	-0.46591	0.00056950	0.096201	0.022014	1.8544	0.53927	50.865	53.043	233.51	68.485	77.755	133.04	69.755	9.0927e-06	0.0071260
271.07	0.036737	1538.8	0.00064986	27.225	27.228	136.47	80.651	117.78	824.15	-0.45711	0.00053617	0.094688	0.021347	2.2810	0.43841	51.183	53.395	233.00	69.294	78.686	133.94	63.630	9.2597e-06	0.0073274
275.32	0.044083	1529.2	0.00065394	27.726	27.730	138.30	80.876	118.23	809.33	-0.44918	0.00051016	0.093413	0.020783	2.7014	0.37017	51.454	53.695	232.61	69.971	79.477	134.66	59.122	9.4011e-06	0.0075000
279.03	0.051429	1520.7	0.00065757	28.166	28.170	139.89	81.073	118.64	796.49	-0.44190	0.00048897	0.092307	0.020293	3.1169	0.32084	51.692	53.958	232.31	70.556	80.168	135.26	55.632	9.5244e-06	0.0076518
282.35	0.058775	1513.2	0.00066087	28.559	28.564	141.29	81.249	119.02	785.13	-0.43511	0.00047118	0.091327	0.019857	3.5281	0.28344	51.904	54.193	232.06	71.071	80.786	135.77	52.830	9.6341e-06	0.0077880
285.35	0.066121	1506.3	0.00066390	28.916	28.922	142.55	81.409	119.37	774.91	-0.42871	0.00045591	0.090445	0.019465	3.9358	0.25408	52.097	54.405	231.85	71.532	81.345	136.22	50.519	9.7331e-06	0.0079119
288.09	0.073467	1499.9	0.00066671	29.244	29.251	143.69	81.556	119.71	765.61	-0.42264	0.00044257	0.089641	0.019107	4.3404	0.23039	52.274	54.600	231.68	71.950	81.859	136.60	48.572	9.8236e-06	0.0080258
290.63	0.080813	1494.0	0.00066935	29.548	29.555	144.74	81.692	120.02	757.05	-0.41683	0.00043075	0.088902	0.018777	4.7423	0.21087	52.438	54.779	231.53	72.334	82.336	136.94	46.903	9.9070e-06	0.0081315
292.99	0.088159	1488.5	0.00067184	29.831	29.839	145.71	81.819	120.32	749.13	-0.41125	0.00042017	0.088217	0.018471	5.1419	0.19448	52.591	54.946	231.40	72.687	82.780	137.25	45.453	9.9846e-06	0.0082302
295.20	0.095505	1483.3	0.00067419	30.097	30.106	146.62	81.939	120.60	741.73	-0.40587	0.00041059	0.087577	0.018186	5.5393	0.18053	52.734	55.102	231.29	73.016	83.199	137.52	44.179	1.0057e-05	0.0083231
297.28	0.10285	1478.3	0.00067644	30.348	30.358	147.46	82.051	120.88	734.80	-0.40066	0.00040187	0.086977	0.017918	5.9348	0.16850	52.868	55.249	231.19	73.324	83.594	137.76	43.048	1.0125e-05	0.0084107
