Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
338.15	0.10341	747.84	0.0013372	0.042522	0.046952	0.13869	75.337	90.685	975.33	-0.25858	0.00032419	0.19253	0.018768	1.2446	0.80347	32.633	35.295	104.38	111.27	142.38	309.76	197.54	1.0833e-05	0.019021
339.15	0.10753	746.85	0.0013390	0.13326	0.13787	0.40665	75.543	90.961	972.27	-0.25662	0.00032048	0.19234	0.018681	1.2917	0.77417	32.656	35.323	104.15	111.58	142.97	310.03	191.68	1.0862e-05	0.019130
340.15	0.11179	745.85	0.0013408	0.22427	0.22907	0.67462	75.749	91.239	969.20	-0.25464	0.00031682	0.19215	0.018594	1.3403	0.74611	32.679	35.352	103.93	111.88	143.56	310.29	186.04	1.0891e-05	0.019240
