Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
384.15	0.10249	778.73	0.0012841	0.062577	0.074704	0.19421	141.10	184.70	958.26	-0.31448	0.00024794	0.10714	0.017839	3.0825	0.32441	30.221	33.284	86.644	127.76	138.01	185.44	34.365	8.8076e-06	0.017782
385.15	0.10543	777.70	0.0012858	0.24726	0.25975	0.67438	141.39	185.05	954.44	-0.31238	0.00024612	0.10689	0.017728	3.1653	0.31592	30.340	33.409	86.742	128.13	138.42	185.52	34.074	8.8288e-06	0.017872
386.15	0.10843	776.67	0.0012875	0.43229	0.44515	1.1542	141.68	185.40	950.63	-0.31027	0.00024432	0.10663	0.017617	3.2498	0.30771	30.459	33.533	86.841	128.50	138.84	185.60	33.787	8.8500e-06	0.017961
