Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
199.18	4.1167	1527.2	0.00065478	4.1158	4.3416	26.064	19.425	112.74	259.91	1.6379	8.3191e-05	0.038676	0.0010501	376.69	0.0026547	7.4623	8.3781	46.329	22.200	122.62	142.98	12.755	2.2803e-05	0.013621
199.26	4.1258	1525.5	0.00065552	4.1218	4.3484	26.096	19.440	113.31	259.23	1.6483	8.3010e-05	0.038628	0.0010406	378.00	0.0026455	7.4584	8.3731	46.294	22.224	123.46	142.95	12.730	2.2835e-05	0.013668
199.33	4.1349	1523.8	0.00065627	4.1279	4.3552	26.128	19.456	113.89	258.56	1.6587	8.2829e-05	0.038579	0.0010311	379.33	0.0026363	7.4546	8.3680	46.259	22.247	124.32	142.92	12.706	2.2867e-05	0.013716
199.41	4.1440	1522.0	0.00065703	4.1339	4.3621	26.159	19.472	114.48	257.88	1.6692	8.2648e-05	0.038531	0.0010217	380.65	0.0026271	7.4507	8.3630	46.223	22.271	125.19	142.88	12.682	2.2899e-05	0.013764
199.48	4.1530	1520.3	0.00065778	4.1400	4.3689	26.191	19.487	115.08	257.20	1.6798	8.2467e-05	0.038483	0.0010122	381.98	0.0026179	7.4468	8.3579	46.188	22.295	126.08	142.85	12.657	2.2931e-05	0.013813
199.56	4.1621	1518.5	0.00065854	4.1460	4.3757	26.223	19.504	115.68	256.52	1.6905	8.2287e-05	0.038436	0.0010029	383.32	0.0026088	7.4429	8.3528	46.152	22.319	126.97	142.82	12.633	2.2963e-05	0.013862
199.63	4.1712	1516.7	0.00065931	4.1521	4.3826	26.255	19.520	116.29	255.84	1.7012	8.2106e-05	0.038388	0.00099349	384.67	0.0025997	7.4390	8.3477	46.117	22.344	127.88	142.78	12.608	2.2996e-05	0.013912
199.71	4.1803	1515.0	0.00066007	4.1582	4.3894	26.286	19.536	116.92	255.16	1.7120	8.1925e-05	0.038341	0.00098417	386.02	0.0025906	7.4350	8.3425	46.081	22.368	128.80	142.75	12.583	2.3028e-05	0.013962
199.78	4.1894	1513.2	0.00066085	4.1643	4.3963	26.318	19.553	117.55	254.48	1.7228	8.1744e-05	0.038293	0.00097487	387.37	0.0025815	7.4311	8.3373	46.045	22.392	129.73	142.72	12.559	2.3061e-05	0.014012
199.86	4.1985	1511.4	0.00066162	4.1704	4.4032	26.350	19.569	118.19	253.80	1.7338	8.1562e-05	0.038246	0.00096561	388.73	0.0025725	7.4271	8.3321	46.009	22.417	130.67	142.68	12.534	2.3094e-05	0.014063
199.93	4.2076	1509.7	0.00066240	4.1765	4.4101	26.382	19.586	118.83	253.12	1.7448	8.1381e-05	0.038199	0.00095639	390.10	0.0025635	7.4231	8.3269	45.973	22.442	131.63	142.65	12.509	2.3127e-05	0.014114
200.00	4.2166	1507.9	0.00066318	4.1826	4.4170	26.414	19.603	119.49	252.44	1.7559	8.1200e-05	0.038153	0.00094719	391.47	0.0025545	7.4191	8.3217	45.937	22.466	132.60	142.62	12.485	2.3160e-05	0.014166
200.08	4.2257	1506.1	0.00066397	4.1888	4.4239	26.446	19.620	120.16	251.75	1.7671	8.1019e-05	0.038106	0.00093803	392.85	0.0025455	7.4150	8.3164	45.901	22.491	133.59	142.58	12.460	2.3193e-05	0.014218
200.15	4.2348	1504.3	0.00066476	4.1949	4.4308	26.478	19.638	120.84	251.07	1.7783	8.0837e-05	0.038059	0.00092890	394.24	0.0025366	7.4110	8.3111	45.865	22.516	134.59	142.55	12.435	2.3227e-05	0.014271
200.22	4.2439	1502.5	0.00066556	4.2011	4.4377	26.510	19.655	121.52	250.39	1.7896	8.0656e-05	0.038013	0.00091981	395.63	0.0025276	7.4069	8.3058	45.829	22.541	135.60	142.51	12.410	2.3260e-05	0.014324
200.30	4.2530	1500.7	0.00066636	4.2072	4.4447	26.542	19.673	122.22	249.70	1.8010	8.0474e-05	0.037967	0.00091074	397.02	0.0025187	7.4028	8.3004	45.793	22.566	136.63	142.48	12.385	2.3294e-05	0.014377
200.37	4.2621	1498.9	0.00066717	4.2134	4.4517	26.575	19.691	122.93	249.01	1.8125	8.0292e-05	0.037921	0.00090171	398.43	0.0025099	7.3986	8.2950	45.756	22.592	137.67	142.44	12.360	2.3328e-05	0.014431
200.44	4.2712	1497.1	0.00066797	4.2195	4.4586	26.607	19.709	123.64	248.33	1.8240	8.0111e-05	0.037875	0.00089272	399.84	0.0025010	7.3945	8.2896	45.720	22.617	138.73	142.41	12.336	2.3363e-05	0.014486
200.52	4.2802	1495.2	0.00066879	4.2257	4.4656	26.639	19.727	124.37	247.64	1.8357	7.9929e-05	0.037830	0.00088375	401.25	0.0024922	7.3903	8.2842	45.683	22.642	139.81	142.37	12.311	2.3397e-05	0.014541
200.59	4.2893	1493.4	0.00066961	4.2319	4.4726	26.672	19.745	125.11	246.95	1.8474	7.9747e-05	0.037784	0.00087482	402.68	0.0024834	7.3861	8.2787	45.646	22.668	140.90	142.34	12.285	2.3431e-05	0.014596
