Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
373.15	0.10142	958.35	0.0010435	7.5495	7.5514	23.550	67.884	75.946	1543.2	-0.17819	0.00028158	0.67721	0.058912	0.59817	1.6718	45.147	48.201	132.49	28.029	37.473	472.20	66.707	1.2232e-05	0.024570
374.15	0.10509	957.63	0.0010442	7.6254	7.6274	23.753	67.791	75.967	1542.3	-0.17759	0.00027866	0.67758	0.058719	0.61841	1.6171	45.168	48.229	132.27	28.076	37.546	472.70	65.881	1.2267e-05	0.024668
375.15	0.10887	956.90	0.0010450	7.7014	7.7034	23.956	67.698	75.989	1541.3	-0.17699	0.00027578	0.67794	0.058525	0.63920	1.5644	45.189	48.258	132.06	28.125	37.621	473.21	65.072	1.2302e-05	0.024767
