Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
190.14	0.0083170	1526.3	0.00065520	9.4024	9.4028	52.259	57.269	91.816	1047.2	-0.41141	0.00064215	0.13413	0.025302	0.45759	2.1854	30.187	31.759	169.83	36.613	45.195	149.34	92.179	7.9557e-06	0.0051251
199.97	0.016634	1499.8	0.00066675	10.305	10.306	56.889	56.942	92.023	1001.3	-0.39994	0.00054422	0.12912	0.023626	0.87365	1.1446	30.531	32.178	166.26	37.851	46.613	152.36	78.243	8.3665e-06	0.0055374
206.30	0.024950	1482.6	0.00067450	10.888	10.889	59.757	56.781	92.255	971.78	-0.39096	0.00049323	0.12596	0.022556	1.2746	0.78455	30.754	32.447	164.25	38.679	47.598	154.16	70.775	8.6296e-06	0.0058133
211.08	0.033267	1469.4	0.00068054	11.329	11.331	61.873	56.689	92.488	949.53	-0.38323	0.00045952	0.12359	0.021752	1.6661	0.60019	30.922	32.649	162.87	39.324	48.385	155.44	65.785	8.8274e-06	0.0060275
214.97	0.041584	1458.6	0.00068559	11.690	11.692	63.564	56.634	92.718	931.42	-0.37630	0.00043468	0.12169	0.021101	2.0508	0.48761	31.059	32.813	161.81	39.861	49.055	156.42	62.090	8.9879e-06	0.0062054
218.28	0.049900	1449.4	0.00068996	11.997	11.999	64.981	56.602	92.942	916.04	-0.36994	0.00041517	0.12009	0.020551	2.4303	0.41148	31.176	32.951	160.97	40.327	49.647	157.21	59.185	9.1238e-06	0.0063593
221.17	0.058217	1441.2	0.00069386	12.265	12.269	66.204	56.585	93.160	902.60	-0.36400	0.00039920	0.11869	0.020071	2.8055	0.35645	31.277	33.071	160.26	40.741	50.182	157.87	56.808	9.2422e-06	0.0064958
223.75	0.066534	1433.9	0.00069740	12.505	12.509	67.283	56.579	93.372	890.61	-0.35839	0.00038574	0.11745	0.019645	3.1771	0.31475	31.367	33.178	159.66	41.116	50.675	158.43	54.807	9.3474e-06	0.0066191
226.08	0.074850	1427.2	0.00070065	12.723	12.728	68.251	56.581	93.579	879.77	-0.35306	0.00037414	0.11634	0.019261	3.5458	0.28202	31.448	33.274	159.13	41.460	51.133	158.92	53.087	9.4425e-06	0.0067321
228.21	0.083167	1421.1	0.00070367	12.923	12.928	69.130	56.589	93.782	869.84	-0.34796	0.00036398	0.11532	0.018911	3.9119	0.25563	31.523	33.361	158.67	41.779	51.563	159.34	51.584	9.5294e-06	0.0068366
230.18	0.091484	1415.4	0.00070650	13.107	13.113	69.936	56.601	93.979	860.67	-0.34305	0.00035495	0.11439	0.018588	4.2758	0.23388	31.591	33.441	158.25	42.077	51.969	159.72	50.252	9.6094e-06	0.0069341
232.02	0.099800	1410.1	0.00070916	13.280	13.286	70.682	56.617	94.172	852.14	-0.33831	0.00034684	0.11352	0.018288	4.6377	0.21563	31.654	33.515	157.87	42.358	52.356	160.06	49.059	9.6839e-06	0.0070257
233.73	0.10812	1405.1	0.00071169	13.441	13.448	71.376	56.636	94.361	844.14	-0.33371	0.00033949	0.11271	0.018008	4.9978	0.20009	31.714	33.584	157.53	42.623	52.726	160.36	47.982	9.7535e-06	0.0071122
