Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
253.15	0.10132	6.0177	0.16618	39.633	41.669	193.54	59.739	69.390	137.46	33.158	9.9093e-06	0.0077789	vapor
263.15	0.10132	5.7653	0.17345	40.243	42.368	196.24	60.925	70.381	140.36	29.345	1.0337e-05	0.0082511	vapor
273.15	0.10132	5.5352	0.18066	40.863	43.077	198.89	62.109	71.412	143.18	26.219	1.0761e-05	0.0087295	vapor
283.15	0.10132	5.3243	0.18782	41.495	43.796	201.47	63.277	72.457	145.91	23.607	1.1182e-05	0.0092134	vapor
293.15	0.10132	5.1300	0.19493	42.137	44.526	204.01	64.422	73.502	148.57	21.391	1.1599e-05	0.0097020	vapor
303.15	0.10132	4.9503	0.20201	42.791	45.266	206.49	65.540	74.536	151.16	19.492	1.2013e-05	0.010195	vapor
313.15	0.10132	4.7835	0.20905	43.455	46.016	208.92	66.629	75.553	153.70	17.848	1.2424e-05	0.010690	vapor
323.15	0.10132	4.6281	0.21607	44.130	46.777	211.32	67.686	76.550	156.18	16.415	1.2831e-05	0.011189	vapor
333.15	0.10132	4.4829	0.22307	44.814	47.547	213.66	68.711	77.523	158.61	15.156	1.3236e-05	0.011690	vapor
343.15	0.10132	4.3469	0.23005	45.509	48.327	215.97	69.703	78.471	161.00	14.044	1.3637e-05	0.012192	vapor
353.15	0.10132	4.2192	0.23701	46.213	49.117	218.24	70.664	79.393	163.34	13.056	1.4035e-05	0.012695	vapor
363.15	0.10132	4.0991	0.24396	46.926	49.915	220.47	71.592	80.287	165.65	12.173	1.4430e-05	0.013198	vapor
373.15	0.10132	3.9858	0.25089	47.648	50.722	222.66	72.489	81.154	167.91	11.382	1.4821e-05	0.013702	vapor
383.15	0.10132	3.8788	0.25781	48.379	51.538	224.82	73.355	81.993	170.15	10.669	1.5209e-05	0.014205	vapor
393.15	0.10132	3.7775	0.26473	49.119	52.362	226.94	74.191	82.806	172.35	10.023	1.5594e-05	0.014707	vapor
403.15	0.10132	3.6815	0.27163	49.866	53.194	229.03	74.998	83.591	174.51	9.4372	1.5975e-05	0.015208	vapor
413.15	0.10132	3.5903	0.27853	50.621	54.034	231.09	75.776	84.350	176.65	8.9031	1.6353e-05	0.015707	vapor
423.15	0.10132	3.5037	0.28541	51.384	54.881	233.11	76.526	85.083	178.76	8.4146	1.6728e-05	0.016205	vapor
433.15	0.10132	3.4212	0.29230	52.154	55.735	235.11	77.250	85.791	180.85	7.9665	1.7100e-05	0.016701	vapor
443.15	0.10132	3.3426	0.29917	52.931	56.597	237.07	77.947	86.475	182.90	7.5543	1.7468e-05	0.017195	vapor
453.15	0.10132	3.2675	0.30604	53.715	57.465	239.01	78.620	87.135	184.94	7.1740	1.7833e-05	0.017686	vapor
