Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
253.15	0.10132	1573.9	0.00063535	27.586	27.596	141.54	102.08	148.05	881.64	-0.40903	0.00073613	0.089902	liquid
263.15	0.10132	1550.3	0.00064503	29.074	29.084	147.30	103.32	149.71	841.00	-0.39247	0.00064300	0.086799	liquid
273.15	0.10132	1526.3	0.00065519	30.580	30.590	152.92	104.60	151.42	800.97	-0.37426	0.00056506	0.083745	liquid
283.15	0.10132	1501.7	0.00066589	32.103	32.113	158.40	105.90	153.18	761.55	-0.35415	0.00049910	0.080767	liquid
293.15	0.10132	1476.7	0.00067720	33.643	33.654	163.74	107.22	154.99	722.70	-0.33176	0.00044275	0.077878	liquid
300.97	0.10132	1456.6	0.00068651	34.862	34.872	167.85	108.25	156.46	692.67	-0.31232	0.00040420	0.075686	liquid
300.97	0.10132	6.4714	0.15453	58.505	60.900	254.32	96.710	107.15	128.71	37.947	1.0838e-05	0.0093538	vapor
303.15	0.10132	6.4171	0.15583	58.718	61.133	255.09	97.052	107.42	129.27	36.963	1.0919e-05	0.0094825	vapor
313.15	0.10132	6.1810	0.16179	59.707	62.214	258.60	98.630	108.71	131.81	32.885	1.1286e-05	0.010071	vapor
323.15	0.10132	5.9643	0.16766	60.709	63.307	262.04	100.21	110.06	134.25	29.434	1.1648e-05	0.010656	vapor
333.15	0.10132	5.7644	0.17348	61.727	64.415	265.41	101.77	111.44	136.61	26.492	1.2005e-05	0.011238	vapor
343.15	0.10132	5.5791	0.17924	62.759	65.536	268.73	103.33	112.83	138.90	23.968	1.2357e-05	0.011818	vapor
353.15	0.10132	5.4066	0.18496	63.805	66.671	271.99	104.86	114.23	141.13	21.790	1.2704e-05	0.012395	vapor
363.15	0.10132	5.2455	0.19064	64.867	67.821	275.20	106.37	115.63	143.30	19.898	1.3046e-05	0.012971	vapor
373.15	0.10132	5.0945	0.19629	65.942	68.984	278.36	107.85	117.02	145.43	18.247	1.3383e-05	0.013546	vapor
383.15	0.10132	4.9527	0.20191	67.032	70.161	281.47	109.31	118.40	147.50	16.798	1.3714e-05	0.014119	vapor
393.15	0.10132	4.8191	0.20751	68.136	71.352	284.54	110.74	119.76	149.54	15.521	1.4041e-05	0.014691	vapor
403.15	0.10132	4.6930	0.21309	69.254	72.556	287.57	112.15	121.10	151.53	14.390	1.4363e-05	0.015263	vapor
413.15	0.10132	4.5736	0.21865	70.386	73.774	290.55	113.52	122.42	153.49	13.384	1.4680e-05	0.015834	vapor
423.15	0.10132	4.4605	0.22419	71.531	75.005	293.49	114.87	123.72	155.42	12.485	1.4991e-05	0.016404	vapor
433.15	0.10132	4.3531	0.22972	72.689	76.248	296.40	116.19	125.00	157.32	11.679	1.5298e-05	0.016974	vapor
443.15	0.10132	4.2510	0.23524	73.859	77.505	299.27	117.49	126.26	159.18	10.953	1.5600e-05	0.017543	vapor
453.15	0.10132	4.1538	0.24074	75.043	78.773	302.10	118.75	127.50	161.02	10.297	1.5897e-05	0.018113	vapor
