Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
166.00	4.2020e-06	1771.0	0.00056467	15.111	15.111	81.220	96.271	142.06	1243.8	-0.47555	0.0049537	0.11590	0.032123	0.00046560	2147.8	47.940	49.320	287.30	64.142	72.457	100.97	335.67	5.5300e-06	0.0016737
241.51	0.0061072	1600.8	0.00062469	25.877	25.878	134.63	100.70	146.22	929.37	-0.42625	0.00086867	0.093503	0.022149	0.46779	2.1377	53.472	55.468	257.15	82.939	91.528	119.69	79.539	8.6354e-06	0.0059568
253.47	0.012210	1573.0	0.00063572	27.637	27.638	141.74	102.11	148.11	880.01	-0.40833	0.00073212	0.089772	0.020638	0.89455	1.1179	54.452	56.539	255.76	85.729	94.499	122.07	66.826	9.0980e-06	0.0066308
261.16	0.018313	1554.9	0.00064314	28.780	28.782	146.18	103.06	149.39	848.72	-0.39569	0.00065958	0.087385	0.019678	1.3065	0.76541	55.093	57.237	255.14	87.514	96.438	123.48	60.163	9.3904e-06	0.0070645
266.96	0.024416	1541.0	0.00064892	29.650	29.652	149.48	103.79	150.37	825.34	-0.38552	0.00061113	0.085600	0.018958	1.7091	0.58509	55.582	57.766	254.79	88.857	97.923	124.46	55.770	9.6085e-06	0.0073927
271.69	0.030519	1529.7	0.00065374	30.362	30.365	152.12	104.40	151.18	806.49	-0.37683	0.00057517	0.084163	0.018377	2.1051	0.47505	55.982	58.199	254.57	89.949	99.146	125.22	52.551	9.7841e-06	0.0076603
275.70	0.036622	1519.9	0.00065793	30.969	30.972	154.34	104.92	151.88	790.59	-0.36913	0.00054681	0.082956	0.017886	2.4958	0.40067	56.323	58.567	254.43	90.875	100.20	125.82	50.041	9.9321e-06	0.0078884
279.20	0.042725	1511.4	0.00066166	31.502	31.506	156.26	105.38	152.50	776.78	-0.36214	0.00052352	0.081912	0.017459	2.8824	0.34693	56.623	58.890	254.34	91.684	101.12	126.31	48.002	1.0060e-05	0.0080882
282.32	0.048828	1503.7	0.00066504	31.978	31.983	157.95	105.78	153.05	764.55	-0.35571	0.00050385	0.080991	0.017081	3.2655	0.30623	56.891	59.178	254.28	92.404	101.96	126.73	46.297	1.0174e-05	0.0082670
285.14	0.054931	1496.7	0.00066815	32.410	32.416	159.48	106.16	153.55	753.54	-0.34971	0.00048689	0.080166	0.016740	3.6457	0.27429	57.134	59.438	254.25	93.056	102.72	127.09	44.839	1.0276e-05	0.0084293
